Startup Name,Link,Country,Category,Social Links,Pitch
Illuminem,https://websummit.com/appearances/lis24/41b9fac5-283a-419e-9f04-387270a316a0/illuminem,Italy,Sustainability & cleantech,{'com': 'https://illuminem.com'},"The leading sustainability information and data platform, offering climate insights and a unique ESG-based Sustainability Sales Navigator"
IMAN,https://websummit.com/appearances/lis24/6545e992-7735-4bae-a2a8-ee2792d1e83a/iman,Uzbekistan,Fintech & financial services,"{'linkedin': 'https://www.linkedin.com/company/imaninvest', 'crunchbase': 'https://www.crunchbase.com/organization/iman-2495', 'com/imaninvest': 'https://instagram.com/imaninvest', 'facebook': 'https://www.facebook.com/imaninvestcom', 'com/en': 'https://imaninvest.com/en'}","On a mission to build the Community-Driven Superapp & iBanking Tech for 2 Billion Muslims. Experience halal finance, simplified!"
Imvizar,https://websummit.com/appearances/lis24/a5eea6d9-9c06-4707-9a65-38ebeae6e45a/imvizar,Ireland,"Gaming, VR & AR","{'linkedin': 'https://www.linkedin.com/company/imvizar', 'com/imvizar': 'https://x.com/imvizar', 'facebook': 'https://www.facebook.com/p/Imvizar-100068885213207', 'imvizar': 'https://www.imvizar.com/'}",Create and share spatial storytelling experiences. Our no-code tool makes it easy to design life-size AR stories anywhere in the world.
InAppStory,https://websummit.com/appearances/lis24/e2dc0e05-f345-4fa1-a1cc-7fdcbb9d3044/inappstory,Portugal,SaaS,"{'linkedin': 'https://www.linkedin.com/company/inappstory', 'com/inappstory': 'https://twitter.com/inappstory', 'com': 'https://inappstory.com'}",We help mobile apps to engage customers better with in-app stories and gamification.
Incooling,https://websummit.com/appearances/lis24/de02c97e-0871-4ce1-9b58-6b32a762b778/incooling,Netherlands,Telecommunications & IT,"{'nl': 'https://www.nl.linkedin.com/company/incooling', 'incooling': 'https://www.incooling.com'}",Incooling creates next-gen cooling systems for datacenters reducing their power consumption while increasing performance.
IncreDevo,https://websummit.com/appearances/lis24/f6ed32cc-6213-4466-a80e-b2c8e2e4c040/incredevo,Poland,SaaS,{'com/': 'https://incredevo.com/'},"Control your Cloud Costs. Cut AWS, Azure, & GCP bills by up to 60%. No more surprises. Real insights, real savings."
Inductiva,https://websummit.com/appearances/lis24/a6c9d613-c463-4eeb-abe4-793451b012b9/inductiva,Portugal,SaaS,"{'linkedin': 'https://www.linkedin.com/company/inductiva-ai/?viewAsMember=true', 'crunchbase': 'https://www.crunchbase.com/organization/inductiva-research-labs', 'ai/': 'https://inductiva.ai/'}",Cloud-Based HPC for Engineers. Accelerate research and product design by scaling your simulations to the fastest hardware just using Python.
Infine,https://websummit.com/appearances/lis24/cf90c6a6-220e-4e6f-abe4-38b7336f9417/infine,Finland,Data & analytics,"{'linkedin': 'https://www.linkedin.com/company/infine-oy', 'crunchbase': 'https://www.crunchbase.com/organization/infine-72c6', 'com/infinelife': 'https://instagram.com/infinelife', 'facebook': 'https://www.facebook.com/infinefi', 'fi': 'https://infine.fi'}",Infine Insight provides sustainability intelligence and data analytics for FMCG businesses' sustainability management.
Innerworks,https://websummit.com/appearances/lis24/c54756dc-c727-41a7-b7eb-f06e1edcdae6/innerworks,United Kingdom,AI & machine learning,"{'linkedin': 'https://www.linkedin.com/company/innerworks-me', 'com/innerworksID': 'https://x.com/innerworksID', 'innerworks': 'https://www.innerworks.me/'}","Innerworks keeps you secure online with highly accurate, totally invisible bot detection and user authentication."
Inngage,https://websummit.com/appearances/lis24/65828a71-f81c-44da-9f3b-10b51d755751/inngage,Brazil,SaaS,"{'linkedin': 'https://www.linkedin.com/company/inngage-engajamento-mobile', 'com/inngage': 'https://instagram.com/inngage', 'me/websummit': 'https://inng.me/websummit', 'facebook': 'https://www.facebook.com/inngage', 'com': 'https://inngage.com.br'}",Increase revenue by engaging customers with marketing personalization software that delivers highly targeted messaging at the right time
Innoloft GmbH,https://websummit.com/appearances/lis24/6bc4cdbd-1c6a-4073-97cc-a6703595a16f/innoloft-gmbh,Germany,SaaS,"{'co/company/innoloft-1': 'https://angel.co/company/innoloft-1', 'linkedin': 'https://www.linkedin.com/company/innoloft', 'crunchbase': 'https://www.crunchbase.com/organization/innoloft', 'com/innoloft/?hl=de': 'https://instagram.com/innoloft/?hl=de', 'com/innoloft_net': 'https://twitter.com/innoloft_net', 'innoloft': 'https://www.innoloft.com'}",We make coding as easy as PowerPoint. LoftOS is one of the most comprehensive no-code solutions with an USP in web portals & communities
INOVA ED,https://websummit.com/appearances/lis24/f564c527-f2da-47ca-8887-958e3e9191ba/inova-ed,Brazil,Education,"{'inovaed': 'http://www.inovaed.com', 'com/inova_ed': 'https://instagram.com/inova_ed'}",THE ONLY APPLICATION THAT USES AI TO HELP STUDENTS AND PROFESSIONALS CHOOSE THEIR BEST CULTURAL EXCHANGE DESTINATION.
Inspeq AI,https://websummit.com/appearances/lis24/1490010d-639d-4c3f-9939-bc9a371f87b5/inspeq-ai,Ireland,AI & machine learning,"{'ie': 'https://www.ie.linkedin.com/company/inspeq-ai', 'crunchbase': 'https://www.crunchbase.com/organization/inspeq-ai', 'ai/': 'https://inspeq.ai/'}",The most advanced platform that enables enterprises to govern and guardrail Gen AI applications in line with new AI GRC standards
Inspira,https://websummit.com/appearances/lis24/e335df6b-1a91-4967-aa74-7dccd84ac573/inspira,Brazil,AI & machine learning,"{'linkedin': 'https://www.linkedin.com/company/inspiralegal', 'crunchbase': 'https://www.crunchbase.com/organization/inspira-legal', 'com/inspira': 'https://instagram.com/inspira.legal', 'inspira-ai': 'https://www.inspira-ai.com'}",Save time doing your legal work with artificial intelligence
integra.works,https://websummit.com/appearances/lis24/5c7022e3-7f17-4870-a73c-82022e03ceaf/integra.works,United Arab Emirates,AI & machine learning,"{'linkedin': 'https://www.linkedin.com/company/integraworks', 'com/integraworks': 'https://instagram.com/integraworks.tech', 'com/Integra_Works': 'https://x.com/Integra_Works', 'integra': 'https://www.integra.works'}","AI-powered platform connecting businesses with vetted tech talent for seamless, end-to-end project success from start to finish."
International Le Sallay Studies Corp.,https://websummit.com/appearances/lis24/84863d9d-aeb3-4267-9429-490ce376ae0b/international-le-sallay-studies-corp.,France,Education,"{'linkedin': 'https://www.linkedin.com/company/le-sallay-international-academy/mycompany', 'com/company/le-sallay-international-academy/mycompany': 'https://linkedin.com/company/le-sallay-international-academy/mycompany', 'facebook': 'https://www.facebook.com/share/6szPWp8LXoWj97pN/?mibextid=LQQJ4d', 'academy/': 'https://lesallay.academy/'}",Network of innovative blended (in-person & online) learning schools for children aged 10 to 17.
Involv Intranet,https://websummit.com/appearances/lis24/63a9e263-3d11-4029-a015-4c412d9e6006/involv-intranet,Belgium,HR & recruitment,"{'linkedin': 'https://www.linkedin.com/company/involv-intranet', 'com/involv_intranet': 'https://x.com/involv_intranet', 'facebook': 'https://www.facebook.com/involvintranet', 'involv-intranet': 'https://www.involv-intranet.com'}","Award winning, ready-to-go digital workplace built in Microsoft. Our omnichannel approach and intuitive features drive employee engagement."
IRCAM amplify,https://websummit.com/appearances/lis24/b255c85e-b9ac-4ca6-9222-424d1beaf8d3/ircam-amplify,France,SaaS,"{'linkedin': 'https://www.linkedin.com/company/ircamamplify', 'io': 'https://ircamamplify.io'}",AI audio-as-a-service enabling creative industries to streamline their workflows and upgrade their offer with advanced audio features
iusta GmbH,https://websummit.com/appearances/lis24/99a66216-2852-441b-afc7-57023797e120/iusta-gmbh,Germany,Legal & professional services,"{'linkedin': 'https://www.linkedin.com/company/iusta/about', 'io/': 'https://iusta.io/'}","iusta is the innovative administration tool for lawyers, which digitalises manual processes and creates mental space for creativity"
IVPAY,https://websummit.com/appearances/lis24/b93f7dab-cb4e-475d-abce-ed2d259ad36f/ivpay,Portugal,Fintech & financial services,"{'linkedin': 'https://www.linkedin.com/company/ivendpay', 'instagram': 'https://www.instagram.com/ivpay_io/', 'com/ivpay_io': 'https://x.com/ivpay_io', 'youtube': 'https://www.youtube.com/channel/UCk2VUxlRSgmlnYNx_5F6JeQ', 'io': 'https://ivpay.io'}",We are the bridge between crypto-savvy individuals and those who want to accept it as a means of payment in everyday life.
Jade,https://websummit.com/appearances/lis24/c777e4b3-1323-47ae-90ea-e73adc63cfd1/jade,Brazil,Education,"{'linkedin': 'https://www.linkedin.com/company/11738860', 'com/jadendglobal': 'https://instagram.com/jadendglobal', 'com/ronaldocohin': 'https://twitter.com/ronaldocohin', 'facebook': 'https://www.facebook.com/JadeAutism', 'jadend': 'http://www.jadend.tech/en'}","Game-based platform, fast-tracking education of neurodivergent children."
Jenesys AI,https://websummit.com/appearances/lis24/a61eb4de-e9ce-460e-ad3f-31983cea33b8/jenesys-ai,United Kingdom,AI & machine learning,"{'linkedin': 'https://www.linkedin.com/in/nicolaithomson', 'crunchbase': 'https://www.crunchbase.com/organization/jenesys', 'co': 'https://jenesys.co'}","Jack is a self-learning global bookkeeper 10x faster & 4x cheaper to reconcile tax, compliance and payments. Used by 🌍 Accounting Practices"
Jmem Technology,https://websummit.com/appearances/lis24/1e586651-6c9f-4dc0-8f85-715319aa7f8e/jmem-technology,Taiwan,Security,"{'linkedin': 'https://www.linkedin.com/company/jmemtek', 'crunchbase': 'https://www.crunchbase.com/organization/jenn-tek', 'com/': 'https://jmemtek.com/'}","Our solution includes quantum-resistant encryption algorithm, chip anti-counterfeiting, identity authentication and AI algorithm protection."
Joinrs,https://websummit.com/appearances/lis24/85c18681-a52f-450a-af31-fe10a067dbd4/joinrs,Italy,HR & recruitment,"{'linkedin': 'https://www.linkedin.com/company/joinrs-españa', 'crunchbase': 'https://www.crunchbase.com/organization/joinrs', 'joinrs': 'https://www.joinrs.com'}",Recruitment platform where more than 1 million junior talents across the globe meet companies and kickstart their careers.
Just Travel,https://websummit.com/appearances/lis24/268fb490-917c-4dde-b499-a72d03bad3dd/just-travel,Brazil,Travel & hospitality,"{'linkedin': 'https://www.linkedin.com/company/justtraveloficial', 'crunchbase': 'https://www.crunchbase.com/organization/just-travel-6b50', 'com/justtraveloficial': 'https://instagram.com/justtraveloficial', 'com/JustTravelTour': 'https://twitter.com/JustTravelTour', 'facebook': 'https://www.facebook.com/justtraveltouroficial', 'justtraveltour': 'https://www.justtraveltour.com'}","Elevate your travel agency with Just Travel: innovative technology for increased efficiency, customization, and profitability."
Kaart,https://websummit.com/appearances/lis24/2b5b3b1d-43f3-48e5-b81d-d6be1d20cacb/kaart,Saudi Arabia,"Mobility, transportation & logistics","{'com/kaartapp': 'https://x.com/kaartapp', 'com/': 'https://kaartapp.com/'}","Kaart is a super app that connects providers and customers, provides B2C and B2B delivery services, you can order any thing to any where"
KAPTO AI,https://websummit.com/appearances/lis24/be4c99b5-bb4e-4488-bb52-8a6c9a6e9059/kapto-ai,United Kingdom,AI & machine learning,"{'linkedin': 'https://www.linkedin.com/company/kapto-ai', 'com/kaptoai': 'https://twitter.com/kaptoai', 'kapto': 'https://www.kapto.ai'}","KAPTO greatly expands business process automation capabilities through superior deep content understanding, honing in on text and images"
Katara,https://websummit.com/appearances/lis24/516a92c2-d2f5-43e8-96d1-0bbb59025b5f/katara,Spain,AI & machine learning,"{'linkedin': 'https://www.linkedin.com/company/katara-ai', 'crunchbase': 'https://www.crunchbase.com/organization/katara', 'com/KataraAi': 'https://x.com/KataraAi', 'ai': 'https://katara.ai'}",Agentic workflow automation hub for DevX teams.
Kazu SA de CV,https://websummit.com/appearances/lis24/e2ca623a-f738-450e-b090-09212526b112/kazu-sa-de-cv,El Salvador,Proptech & real estate,"{'linkedin': 'https://www.linkedin.com/company/kazu-real-estate', 'crunchbase': 'https://www.crunchbase.com/organization/kazu-real-estate', 'com/kazurealestate': 'https://instagram.com/kazurealestate', 'com/KazuRealEstate': 'https://x.com/KazuRealEstate', 'facebook': 'https://www.facebook.com/kazurealestate', 'kazurealestate': 'https://panel.kazurealestate.com/'}","Kazu, the first MLS-based platform in the region, offering a CRM for industry stakeholders, ensuring transparent and informed transactions."
Kenzi Wealth,https://websummit.com/appearances/lis24/0603dda4-d7df-4a27-bab8-41ad4459fe92/kenzi-wealth,Denmark,Fintech & financial services,"{'linkedin': 'https://www.linkedin.com/company/kenzi-wealth', 'com': 'https://kenziwealth.com'}",AI-powered Asset Management Platform.
Kibus Petcare,https://websummit.com/appearances/lis24/356e5a97-185e-4835-a2fa-9fd7424d85ac/kibus-petcare,Spain,"Hardware, robotics & IoT","{'linkedin': 'https://www.linkedin.com/company/kibuspetcare', 'crunchbase': 'https://www.crunchbase.com/organization/kibus-petcare', 'com/kibuspetcare': 'https://instagram.com/kibuspetcare', 'facebook': 'https://www.facebook.com/people/Kibus-Petcare/100064023061482', 'kibuspetcare': 'http://www.kibuspetcare.com'}",The first device that prepares healthy dog food automatically
Kickscale | Sales AI,https://websummit.com/appearances/lis24/3e2761a2-80f2-49cd-a150-5278dc2e1399/kickscale-%7C%C2%A0sales-ai,Austria,SaaS,"{'linkedin': 'https://www.linkedin.com/company/kickscale', 'crunchbase': 'https://www.crunchbase.com/organization/kickscale', 'com/kickscale': 'https://instagram.com/kickscale', 'facebook': 'https://www.facebook.com/kickscale', 'kickscale': 'https://www.kickscale.com'}",Unlock Critical Go-To-Market Insights & Efficiency Gains with AI in Sales
KINDERPEDIA - SaaS for K-12 Education,https://websummit.com/appearances/lis24/ba503d86-7885-41c9-933e-83def929fba4/kinderpedia---saas-for-k-12-education,United Arab Emirates,Education,"{'linkedin': 'https://www.linkedin.com/company/kinderpedia', 'crunchbase': 'https://www.crunchbase.com/organization/kinderpedia-by-ota', 'com/kinderpedia': 'https://instagram.com/kinderpedia', 'com/KinderpediaApp': 'https://twitter.com/KinderpediaApp', 'facebook': 'https://www.facebook.com/kinderpedia', 'kinderpedia': 'https://www.kinderpedia.co'}","All-in-one communication & management app, designed for K12 Education, that allow school staff to save 500h/month. Impressive UX & Churn~0"
Klapper,https://websummit.com/appearances/lis24/7a86a46f-f8d7-45a5-b09b-e9a98a4ddb15/klapper,France,E-commerce & retail,"{'linkedin': 'https://www.linkedin.com/showcase/klapper-fr', 'com/klapper': 'https://instagram.com/klapper.fr/?igshid=YmMyMTA2M2Y%3D', 'fr': 'https://klapper.fr'}","The social commerce platform promoting local and low-carbon consumption. Discover, support, and save locally! 🛍️🌟"
KLIPY,https://websummit.com/appearances/lis24/04e57b68-f5ad-493d-83a9-3adf168cfe7e/klipy,Georgia,"Advertising, content & marketing","{'linkedin': 'https://www.linkedin.com/company/kikliko', 'com/klipyapp': 'https://twitter.com/klipyapp', 'facebook': 'https://www.facebook.com/kiklikoapp', 'co': 'https://KLIPY.co'}",Enabling Messengers & Social Networks to Monetize GIFs & Clips
